year,city,region,expend,amount
2002,青森市,北海道・東北,その他の消費支出,599965 
2002,仙台市,北海道・東北,その他の消費支出,845878 
2002,福島市,北海道・東北,その他の消費支出,1017105 
2002,さいたま市,関東甲信越,家具・家事用品,144978 
2002,宇都宮市,関東甲信越,家具・家事用品,146173 
2002,横浜市,関東甲信越,家具・家事用品,133960 
2002,甲府市,関東甲信越,家具・家事用品,134195 
2002,新潟市,関東甲信越,家具・家事用品,115760 
2002,水戸市,関東甲信越,家具・家事用品,145730 
2002,千葉市,関東甲信越,家具・家事用品,131358 
2002,前橋市,関東甲信越,家具・家事用品,123812 
2002,長野市,関東甲信越,家具・家事用品,144436 
2002,東京都区部,関東甲信越,家具・家事用品,132618 
2002,京都市,近畿,家具・家事用品,141570 
2002,神戸市,近畿,家具・家事用品,123004 
2002,大阪市,近畿,家具・家事用品,121750 
2002,大津市,近畿,家具・家事用品,180743 
2002,奈良市,近畿,家具・家事用品,117512 
2002,和歌山市,近畿,家具・家事用品,170904 
2002,宮崎市,九州・沖縄,家具・家事用品,136040 
2002,熊本市,九州・沖縄,家具・家事用品,132032 
2002,佐賀市,九州・沖縄,家具・家事用品,144927 
2002,鹿児島市,九州・沖縄,家具・家事用品,139057 
2002,大分市,九州・沖縄,家具・家事用品,143483 
2002,長崎市,九州・沖縄,家具・家事用品,116473 
2002,那覇市,九州・沖縄,家具・家事用品,89537 
2002,福岡市,九州・沖縄,家具・家事用品,108086 
2002,岡山市,中国・四国,家具・家事用品,207790 
2002,広島市,中国・四国,家具・家事用品,144702 
2002,高松市,中国・四国,家具・家事用品,140223 
2002,高知市,中国・四国,家具・家事用品,125192 
2002,山口市,中国・四国,家具・家事用品,157160 
2002,松江市,中国・四国,家具・家事用品,142539 
2002,松山市,中国・四国,家具・家事用品,126575 
2002,鳥取市,中国・四国,家具・家事用品,119329 
2002,徳島市,中国・四国,家具・家事用品,164575 
2002,岐阜市,中部・北陸,家具・家事用品,108066 
2002,金沢市,中部・北陸,家具・家事用品,118536 
2002,静岡市,中部・北陸,家具・家事用品,112929 
2002,津市,中部・北陸,家具・家事用品,141210 
2002,富山市,中部・北陸,家具・家事用品,144791 
2002,福井市,中部・北陸,家具・家事用品,132505 
2002,名古屋市,中部・北陸,家具・家事用品,127047 
2002,札幌市,北海道・東北,家具・家事用品,120253 
2002,山形市,北海道・東北,家具・家事用品,126208 
2002,秋田市,北海道・東北,家具・家事用品,131438 
2002,盛岡市,北海道・東北,家具・家事用品,108252 
2002,青森市,北海道・東北,家具・家事用品,117875 
2002,仙台市,北海道・東北,家具・家事用品,130004 
2002,福島市,北海道・東北,家具・家事用品,148649 
2002,さいたま市,関東甲信越,教育,231026 
2002,宇都宮市,関東甲信越,教育,120635 
2002,横浜市,関東甲信越,教育,190146 
2002,甲府市,関東甲信越,教育,142544 
2002,新潟市,関東甲信越,教育,179775 
2002,水戸市,関東甲信越,教育,132237 
2002,千葉市,関東甲信越,教育,253654 
2002,前橋市,関東甲信越,教育,120960 
2002,長野市,関東甲信越,教育,121247 
2002,東京都区部,関東甲信越,教育,181997 
2002,京都市,近畿,教育,195480 
2002,神戸市,近畿,教育,158082 
2002,大阪市,近畿,教育,166092 
2002,大津市,近畿,教育,223787 
2002,奈良市,近畿,教育,129362 
2002,和歌山市,近畿,教育,144131 
2002,宮崎市,九州・沖縄,教育,126416 
2002,熊本市,九州・沖縄,教育,154522 
2002,佐賀市,九州・沖縄,教育,150157 
2002,鹿児島市,九州・沖縄,教育,195013 
2002,大分市,九州・沖縄,教育,109259 
2002,長崎市,九州・沖縄,教育,148265 
2002,那覇市,九州・沖縄,教育,146751 
2002,福岡市,九州・沖縄,教育,165170 
2002,岡山市,中国・四国,教育,115666 
2002,広島市,中国・四国,教育,234799 
2002,高松市,中国・四国,教育,118328 
2002,高知市,中国・四国,教育,190401 
2002,山口市,中国・四国,教育,152702 
2002,松江市,中国・四国,教育,94703 
2002,松山市,中国・四国,教育,102188 
2002,鳥取市,中国・四国,教育,90912 
2002,徳島市,中国・四国,教育,179960 
2002,岐阜市,中部・北陸,教育,171435 
2002,金沢市,中部・北陸,教育,219542 
2002,静岡市,中部・北陸,教育,183470 
2002,津市,中部・北陸,教育,185508 
2002,富山市,中部・北陸,教育,167039 
2002,福井市,中部・北陸,教育,136855 
2002,名古屋市,中部・北陸,教育,176420 
2002,札幌市,北海道・東北,教育,177091 
2002,山形市,北海道・東北,教育,146813 
2002,秋田市,北海道・東北,教育,120215 
2002,盛岡市,北海道・東北,教育,135784 
2002,青森市,北海道・東北,教育,151385 
2002,仙台市,北海道・東北,教育,171323 
2002,福島市,北海道・東北,教育,160295 
2002,さいたま市,関東甲信越,教養娯楽,485635 
2002,宇都宮市,関東甲信越,教養娯楽,416884 
2002,横浜市,関東甲信越,教養娯楽,441045 
2002,甲府市,関東甲信越,教養娯楽,420720 
2002,新潟市,関東甲信越,教養娯楽,390886 
2002,水戸市,関東甲信越,教養娯楽,386671 
2002,千葉市,関東甲信越,教養娯楽,461108 
2002,前橋市,関東甲信越,教養娯楽,394429 
2002,長野市,関東甲信越,教養娯楽,435808 
2002,東京都区部,関東甲信越,教養娯楽,475519 
2002,京都市,近畿,教養娯楽,463547 
2002,神戸市,近畿,教養娯楽,372827 
2002,大阪市,近畿,教養娯楽,367260 
2002,大津市,近畿,教養娯楽,425319 
2002,奈良市,近畿,教養娯楽,374893 
2002,和歌山市,近畿,教養娯楽,344374 
2002,宮崎市,九州・沖縄,教養娯楽,314637 
2002,熊本市,九州・沖縄,教養娯楽,352020 
2002,佐賀市,九州・沖縄,教養娯楽,406402 
2002,鹿児島市,九州・沖縄,教養娯楽,388344 
2002,大分市,九州・沖縄,教養娯楽,392909 
2002,長崎市,九州・沖縄,教養娯楽,291151 
2002,那覇市,九州・沖縄,教養娯楽,258301 
2002,福岡市,九州・沖縄,教養娯楽,456941 
2002,岡山市,中国・四国,教養娯楽,402118 
2002,広島市,中国・四国,教養娯楽,414270 
2002,高松市,中国・四国,教養娯楽,421754 
2002,高知市,中国・四国,教養娯楽,348400 
2002,山口市,中国・四国,教養娯楽,398338 
2002,松江市,中国・四国,教養娯楽,437056 
2002,松山市,中国・四国,教養娯楽,340044 
2002,鳥取市,中国・四国,教養娯楽,313169 
2002,徳島市,中国・四国,教養娯楽,409854 
2002,岐阜市,中部・北陸,教養娯楽,365792 
2002,金沢市,中部・北陸,教養娯楽,437144 
2002,静岡市,中部・北陸,教養娯楽,373492 
2002,津市,中部・北陸,教養娯楽,434446 
2002,富山市,中部・北陸,教養娯楽,414507 
2002,福井市,中部・北陸,教養娯楽,351636 
2002,名古屋市,中部・北陸,教養娯楽,384589 
2002,札幌市,北海道・東北,教養娯楽,344555 
2002,山形市,北海道・東北,教養娯楽,347668 
2002,秋田市,北海道・東北,教養娯楽,350028 
2002,盛岡市,北海道・東北,教養娯楽,348387 
2002,青森市,北海道・東北,教養娯楽,290670 
2002,仙台市,北海道・東北,教養娯楽,403687 
2002,福島市,北海道・東北,教養娯楽,413420 
2002,さいたま市,関東甲信越,交通,140815 
2002,宇都宮市,関東甲信越,交通,66248 
2002,横浜市,関東甲信越,交通,123510 
2002,甲府市,関東甲信越,交通,41490 
2002,新潟市,関東甲信越,交通,85797 
2002,水戸市,関東甲信越,交通,66550 
2002,千葉市,関東甲信越,交通,126167 
2002,前橋市,関東甲信越,交通,47176 
2002,長野市,関東甲信越,交通,89608 
2002,東京都区部,関東甲信越,交通,128292 
2002,京都市,近畿,交通,109566 
2002,神戸市,近畿,交通,117355 
2002,大阪市,近畿,交通,91845 
2002,大津市,近畿,交通,108536 
2002,奈良市,近畿,交通,107095 
2002,和歌山市,近畿,交通,49911 
2002,宮崎市,九州・沖縄,交通,54302 
2002,熊本市,九州・沖縄,交通,55377 
2002,佐賀市,九州・沖縄,交通,58156 
2002,鹿児島市,九州・沖縄,交通,66856 
2002,大分市,九州・沖縄,交通,65606 
2002,長崎市,九州・沖縄,交通,92595 
2002,那覇市,九州・沖縄,交通,48909 
2002,福岡市,九州・沖縄,交通,94898 
2002,岡山市,中国・四国,交通,58053 
2002,広島市,中国・四国,交通,100781 
2002,高松市,中国・四国,交通,85926 
2002,高知市,中国・四国,交通,65811 
2002,山口市,中国・四国,交通,65421 
2002,松江市,中国・四国,交通,84887 
2002,松山市,中国・四国,交通,62292 
2002,鳥取市,中国・四国,交通,34713 
2002,徳島市,中国・四国,交通,67074 
2002,岐阜市,中部・北陸,交通,43249 
2002,金沢市,中部・北陸,交通,67013 
2002,静岡市,中部・北陸,交通,63009 
2002,津市,中部・北陸,交通,65277 
2002,富山市,中部・北陸,交通,56324 
2002,福井市,中部・北陸,交通,39443 
2002,名古屋市,中部・北陸,交通,69929 
2002,札幌市,北海道・東北,交通,76150 
2002,山形市,北海道・東北,交通,45116 
2002,秋田市,北海道・東北,交通,57302 
2002,盛岡市,北海道・東北,交通,69908 
2002,青森市,北海道・東北,交通,38186 
2002,仙台市,北海道・東北,交通,84200 
2002,福島市,北海道・東北,交通,67580 
2002,さいたま市,関東甲信越,光熱・水道,260178 
2002,宇都宮市,関東甲信越,光熱・水道,253641 
2002,横浜市,関東甲信越,光熱・水道,264615 
2002,甲府市,関東甲信越,光熱・水道,261218 
2002,新潟市,関東甲信越,光熱・水道,290906 
2002,水戸市,関東甲信越,光熱・水道,238065 
2002,千葉市,関東甲信越,光熱・水道,251973 
2002,前橋市,関東甲信越,光熱・水道,229724 
2002,長野市,関東甲信越,光熱・水道,258181 
2002,東京都区部,関東甲信越,光熱・水道,246528 
2002,京都市,近畿,光熱・水道,260109 
2002,神戸市,近畿,光熱・水道,224636 
2002,大阪市,近畿,光熱・水道,240585 
2002,大津市,近畿,光熱・水道,259919 
2002,奈良市,近畿,光熱・水道,250502 
2002,和歌山市,近畿,光熱・水道,250496 
2002,宮崎市,九州・沖縄,光熱・水道,222732 
2002,熊本市,九州・沖縄,光熱・水道,255842 
2002,佐賀市,九州・沖縄,光熱・水道,266979 
2002,鹿児島市,九州・沖縄,光熱・水道,235466 
2002,大分市,九州・沖縄,光熱・水道,230203 
2002,長崎市,九州・沖縄,光熱・水道,258195 
2002,那覇市,九州・沖縄,光熱・水道,240732 
2002,福岡市,九州・沖縄,光熱・水道,243992 
2002,岡山市,中国・四国,光熱・水道,253865 
2002,広島市,中国・四国,光熱・水道,257443 
2002,高松市,中国・四国,光熱・水道,240694 
2002,高知市,中国・四国,光熱・水道,242579 
2002,山口市,中国・四国,光熱・水道,244660 
2002,松江市,中国・四国,光熱・水道,262359 
2002,松山市,中国・四国,光熱・水道,234141 
2002,鳥取市,中国・四国,光熱・水道,233390 
2002,徳島市,中国・四国,光熱・水道,258829 
2002,岐阜市,中部・北陸,光熱・水道,274741 
2002,金沢市,中部・北陸,光熱・水道,296344 
2002,静岡市,中部・北陸,光熱・水道,269879 
2002,津市,中部・北陸,光熱・水道,245453 
2002,富山市,中部・北陸,光熱・水道,296965 
2002,福井市,中部・北陸,光熱・水道,303608 
2002,名古屋市,中部・北陸,光熱・水道,255067 
2002,札幌市,北海道・東北,光熱・水道,253370 
2002,山形市,北海道・東北,光熱・水道,298653 
2002,秋田市,北海道・東北,光熱・水道,269375 
2002,盛岡市,北海道・東北,光熱・水道,254677 
2002,青森市,北海道・東北,光熱・水道,285790 
2002,仙台市,北海道・東北,光熱・水道,260621 
2002,福島市,北海道・東北,光熱・水道,268126 
2002,さいたま市,関東甲信越,住居,353843 
2002,宇都宮市,関東甲信越,住居,221160 
2002,横浜市,関東甲信越,住居,287515 
2002,甲府市,関東甲信越,住居,202135 
2002,新潟市,関東甲信越,住居,233009 
2002,水戸市,関東甲信越,住居,328210 
2002,千葉市,関東甲信越,住居,347258 
2002,前橋市,関東甲信越,住居,201261 
2002,長野市,関東甲信越,住居,207760 
2002,東京都区部,関東甲信越,住居,401114 
2002,京都市,近畿,住居,200189 
2002,神戸市,近畿,住居,209342 
2002,大阪市,近畿,住居,316157 
2002,大津市,近畿,住居,165995 
2002,奈良市,近畿,住居,196943 
2002,和歌山市,近畿,住居,182144 
2002,宮崎市,九州・沖縄,住居,284369 
2002,熊本市,九州・沖縄,住居,264355 
2002,佐賀市,九州・沖縄,住居,342438 
2002,鹿児島市,九州・沖縄,住居,346197 
2002,大分市,九州・沖縄,住居,304554 
2002,長崎市,九州・沖縄,住居,240839 
2002,那覇市,九州・沖縄,住居,282104 
2002,福岡市,九州・沖縄,住居,332605 
2002,岡山市,中国・四国,住居,386750 
2002,広島市,中国・四国,住居,353073 
2002,高松市,中国・四国,住居,226470 
2002,高知市,中国・四国,住居,298235 
2002,山口市,中国・四国,住居,238882 
2002,松江市,中国・四国,住居,246287 
2002,松山市,中国・四国,住居,243088 
2002,鳥取市,中国・四国,住居,140419 
2002,徳島市,中国・四国,住居,224322 
2002,岐阜市,中部・北陸,住居,288247 
2002,金沢市,中部・北陸,住居,270554 
2002,静岡市,中部・北陸,住居,234110 
2002,津市,中部・北陸,住居,208296 
2002,富山市,中部・北陸,住居,208168 
2002,福井市,中部・北陸,住居,245933 
2002,名古屋市,中部・北陸,住居,244666 
2002,札幌市,北海道・東北,住居,356122 
2002,山形市,北海道・東北,住居,210181 
2002,秋田市,北海道・東北,住居,189437 
2002,盛岡市,北海道・東北,住居,247933 
2002,青森市,北海道・東北,住居,290931 
2002,仙台市,北海道・東北,住居,324609 
2002,福島市,北海道・東北,住居,310413 
2002,さいたま市,関東甲信越,食料,976912 
2002,宇都宮市,関東甲信越,食料,956752 
2002,横浜市,関東甲信越,食料,1024010 
2002,甲府市,関東甲信越,食料,986951 
2002,新潟市,関東甲信越,食料,968734 
2002,水戸市,関東甲信越,食料,893712 
2002,千葉市,関東甲信越,食料,1016742 
2002,前橋市,関東甲信越,食料,916689 
2002,長野市,関東甲信越,食料,928016 
2002,東京都区部,関東甲信越,食料,1043057 
2002,京都市,近畿,食料,1140404 
2002,神戸市,近畿,食料,980917 
2002,大阪市,近畿,食料,989350 
2002,大津市,近畿,食料,1029050 
2002,奈良市,近畿,食料,889568 
2002,和歌山市,近畿,食料,935091 
2002,宮崎市,九州・沖縄,食料,872330 
2002,熊本市,九州・沖縄,食料,886349 
2002,佐賀市,九州・沖縄,食料,901972 
2002,鹿児島市,九州・沖縄,食料,877561 
2002,大分市,九州・沖縄,食料,869792 
2002,長崎市,九州・沖縄,食料,884948 
2002,那覇市,九州・沖縄,食料,724182 
2002,福岡市,九州・沖縄,食料,922237 
2002,岡山市,中国・四国,食料,880946 
2002,広島市,中国・四国,食料,942015 
2002,高松市,中国・四国,食料,904818 
2002,高知市,中国・四国,食料,924233 
2002,山口市,中国・四国,食料,890446 
2002,松江市,中国・四国,食料,917332 
2002,松山市,中国・四国,食料,839649 
2002,鳥取市,中国・四国,食料,860356 
2002,徳島市,中国・四国,食料,921275 
2002,岐阜市,中部・北陸,食料,888870 
2002,金沢市,中部・北陸,食料,1045832 
2002,静岡市,中部・北陸,食料,960838 
2002,津市,中部・北陸,食料,912629 
2002,富山市,中部・北陸,食料,1000449 
2002,福井市,中部・北陸,食料,933752 
2002,名古屋市,中部・北陸,食料,986217 
2002,札幌市,北海道・東北,食料,839968 
2002,山形市,北海道・東北,食料,994697 
2002,秋田市,北海道・東北,食料,958320 
2002,盛岡市,北海道・東北,食料,877374 
2002,青森市,北海道・東北,食料,870731 
2002,仙台市,北海道・東北,食料,956493 
2002,福島市,北海道・東北,食料,932900 
2002,さいたま市,関東甲信越,貯蓄,1623000 
2002,宇都宮市,関東甲信越,貯蓄,1732000 
2002,横浜市,関東甲信越,貯蓄,1928000 
2002,甲府市,関東甲信越,貯蓄,1970000 
2002,新潟市,関東甲信越,貯蓄,1487000 
2002,水戸市,関東甲信越,貯蓄,1833000 
2002,千葉市,関東甲信越,貯蓄,2010000 
2002,前橋市,関東甲信越,貯蓄,1673000 
2002,長野市,関東甲信越,貯蓄,1886000 
2002,東京都区部,関東甲信越,貯蓄,1948000 
2002,京都市,近畿,貯蓄,1952000 
2002,神戸市,近畿,貯蓄,2188000 
2002,大阪市,近畿,貯蓄,1842000 
2002,大津市,近畿,貯蓄,1931000 
2002,奈良市,近畿,貯蓄,1807000 
2002,和歌山市,近畿,貯蓄,1711000 
2002,宮崎市,九州・沖縄,貯蓄,1160000 
2002,熊本市,九州・沖縄,貯蓄,1638000 
2002,佐賀市,九州・沖縄,貯蓄,1613000 
2002,鹿児島市,九州・沖縄,貯蓄,1199000 
2002,大分市,九州・沖縄,貯蓄,1376000 
2002,長崎市,九州・沖縄,貯蓄,1279000 
2002,那覇市,九州・沖縄,貯蓄,740000 
2002,福岡市,九州・沖縄,貯蓄,1554000 
2002,岡山市,中国・四国,貯蓄,1802000 
2002,広島市,中国・四国,貯蓄,1765000 
2002,高松市,中国・四国,貯蓄,2390000 
2002,高知市,中国・四国,貯蓄,1531000 
2002,山口市,中国・四国,貯蓄,1870000 
2002,松江市,中国・四国,貯蓄,1556000 
2002,松山市,中国・四国,貯蓄,1606000 
2002,鳥取市,中国・四国,貯蓄,1389000 
2002,徳島市,中国・四国,貯蓄,2135000 
2002,岐阜市,中部・北陸,貯蓄,1549000 
2002,金沢市,中部・北陸,貯蓄,1911000 
2002,静岡市,中部・北陸,貯蓄,1556000 
2002,津市,中部・北陸,貯蓄,2162000 
2002,富山市,中部・北陸,貯蓄,1925000 
2002,福井市,中部・北陸,貯蓄,1924000 
2002,名古屋市,中部・北陸,貯蓄,1933000 
2002,札幌市,北海道・東北,貯蓄,1208000 
2002,山形市,北海道・東北,貯蓄,1304000 
2002,秋田市,北海道・東北,貯蓄,1264000 
2002,盛岡市,北海道・東北,貯蓄,1272000 
2002,青森市,北海道・東北,貯蓄,831000 
2002,仙台市,北海道・東北,貯蓄,1541000 
2002,福島市,北海道・東北,貯蓄,1570000 
2002,さいたま市,関東甲信越,通信,146358 
2002,宇都宮市,関東甲信越,通信,122604 
2002,横浜市,関東甲信越,通信,117645 
2002,甲府市,関東甲信越,通信,135083 
2002,新潟市,関東甲信越,通信,138908 
2002,水戸市,関東甲信越,通信,144653 
2002,千葉市,関東甲信越,通信,117951 
2002,前橋市,関東甲信越,通信,112606 
2002,長野市,関東甲信越,通信,130536 
2002,東京都区部,関東甲信越,通信,130528 
2002,京都市,近畿,通信,130147 
2002,神戸市,近畿,通信,105381 
2002,大阪市,近畿,通信,121765 
2002,大津市,近畿,通信,128051 
2002,奈良市,近畿,通信,117449 
2002,和歌山市,近畿,通信,110128 
2002,宮崎市,九州・沖縄,通信,129998 
2002,熊本市,九州・沖縄,通信,132817 
2002,佐賀市,九州・沖縄,通信,121580 
2002,鹿児島市,九州・沖縄,通信,141567 
2002,大分市,九州・沖縄,通信,140779 
2002,長崎市,九州・沖縄,通信,111755 
2002,那覇市,九州・沖縄,通信,109019 
2002,福岡市,九州・沖縄,通信,147263 
2002,岡山市,中国・四国,通信,142019 
2002,広島市,中国・四国,通信,150726 
2002,高松市,中国・四国,通信,133388 
2002,高知市,中国・四国,通信,140328 
2002,山口市,中国・四国,通信,129897 
2002,松江市,中国・四国,通信,130775 
2002,松山市,中国・四国,通信,124375 
2002,鳥取市,中国・四国,通信,117608 
2002,徳島市,中国・四国,通信,146706 
2002,岐阜市,中部・北陸,通信,125429 
2002,金沢市,中部・北陸,通信,155170 
2002,静岡市,中部・北陸,通信,122027 
2002,津市,中部・北陸,通信,126520 
2002,富山市,中部・北陸,通信,134539 
2002,福井市,中部・北陸,通信,129705 
2002,名古屋市,中部・北陸,通信,106907 
2002,札幌市,北海道・東北,通信,137211 
2002,山形市,北海道・東北,通信,133314 
2002,秋田市,北海道・東北,通信,134156 
2002,盛岡市,北海道・東北,通信,104141 
2002,青森市,北海道・東北,通信,123685 
2002,仙台市,北海道・東北,通信,134477 
2002,福島市,北海道・東北,通信,129579 
2002,さいたま市,関東甲信越,被服及び履物,241026 
2002,宇都宮市,関東甲信越,被服及び履物,232660 
2002,横浜市,関東甲信越,被服及び履物,199661 
2002,甲府市,関東甲信越,被服及び履物,207340 
2002,新潟市,関東甲信越,被服及び履物,184258 
2002,水戸市,関東甲信越,被服及び履物,187144 
2002,千葉市,関東甲信越,被服及び履物,203329 
2002,前橋市,関東甲信越,被服及び履物,187193 
2002,長野市,関東甲信越,被服及び履物,206280 
2002,東京都区部,関東甲信越,被服及び履物,220356 
2002,京都市,近畿,被服及び履物,232503 
2002,神戸市,近畿,被服及び履物,168736 
2002,大阪市,近畿,被服及び履物,173648 
2002,大津市,近畿,被服及び履物,224858 
2002,奈良市,近畿,被服及び履物,216358 
2002,和歌山市,近畿,被服及び履物,169475 
2002,宮崎市,九州・沖縄,被服及び履物,163081 
2002,熊本市,九州・沖縄,被服及び履物,183537 
2002,佐賀市,九州・沖縄,被服及び履物,173461 
2002,鹿児島市,九州・沖縄,被服及び履物,168969 
2002,大分市,九州・沖縄,被服及び履物,216623 
2002,長崎市,九州・沖縄,被服及び履物,174276 
2002,那覇市,九州・沖縄,被服及び履物,114496 
2002,福岡市,九州・沖縄,被服及び履物,198577 
2002,岡山市,中国・四国,被服及び履物,203957 
2002,広島市,中国・四国,被服及び履物,213068 
2002,高松市,中国・四国,被服及び履物,255598 
2002,高知市,中国・四国,被服及び履物,161015 
2002,山口市,中国・四国,被服及び履物,191997 
2002,松江市,中国・四国,被服及び履物,203308 
2002,松山市,中国・四国,被服及び履物,192940 
2002,鳥取市,中国・四国,被服及び履物,181112 
2002,徳島市,中国・四国,被服及び履物,218771 
2002,岐阜市,中部・北陸,被服及び履物,183449 
2002,金沢市,中部・北陸,被服及び履物,228859 
2002,静岡市,中部・北陸,被服及び履物,170173 
2002,津市,中部・北陸,被服及び履物,195856 
2002,富山市,中部・北陸,被服及び履物,229796 
2002,福井市,中部・北陸,被服及び履物,170674 
2002,名古屋市,中部・北陸,被服及び履物,184328 
2002,札幌市,北海道・東北,被服及び履物,189000 
2002,山形市,北海道・東北,被服及び履物,186368 
2002,秋田市,北海道・東北,被服及び履物,179631 
2002,盛岡市,北海道・東北,被服及び履物,172555 
2002,青森市,北海道・東北,被服及び履物,178436 
2002,仙台市,北海道・東北,被服及び履物,208896 
2002,福島市,北海道・東北,被服及び履物,186407 
2002,さいたま市,関東甲信越,負債,841000 
2002,宇都宮市,関東甲信越,負債,635000 
2002,横浜市,関東甲信越,負債,759000 
2002,甲府市,関東甲信越,負債,564000 
2002,新潟市,関東甲信越,負債,496000 
2002,水戸市,関東甲信越,負債,285000 
2002,千葉市,関東甲信越,負債,489000 
2002,前橋市,関東甲信越,負債,324000 
2002,長野市,関東甲信越,負債,532000 
2002,東京都区部,関東甲信越,負債,709000 
2002,京都市,近畿,負債,668000 
2002,神戸市,近畿,負債,642000 
2002,大阪市,近畿,負債,509000 
2002,大津市,近畿,負債,595000 
2002,奈良市,近畿,負債,513000 
2002,和歌山市,近畿,負債,319000 
2002,宮崎市,九州・沖縄,負債,491000 
2002,熊本市,九州・沖縄,負債,360000 
2002,佐賀市,九州・沖縄,負債,271000 
2002,鹿児島市,九州・沖縄,負債,579000 
2002,大分市,九州・沖縄,負債,565000 
2002,長崎市,九州・沖縄,負債,220000 
2002,那覇市,九州・沖縄,負債,505000 
2002,福岡市,九州・沖縄,負債,533000 
2002,岡山市,中国・四国,負債,685000 
2002,広島市,中国・四国,負債,655000 
2002,高松市,中国・四国,負債,396000 
2002,高知市,中国・四国,負債,479000 
2002,山口市,中国・四国,負債,502000 
2002,松江市,中国・四国,負債,395000 
2002,松山市,中国・四国,負債,443000 
2002,鳥取市,中国・四国,負債,451000 
2002,徳島市,中国・四国,負債,583000 
2002,岐阜市,中部・北陸,負債,406000 
2002,金沢市,中部・北陸,負債,630000 
2002,静岡市,中部・北陸,負債,597000 
2002,津市,中部・北陸,負債,472000 
2002,富山市,中部・北陸,負債,411000 
2002,福井市,中部・北陸,負債,342000 
2002,名古屋市,中部・北陸,負債,587000 
2002,札幌市,北海道・東北,負債,629000 
2002,山形市,北海道・東北,負債,590000 
2002,秋田市,北海道・東北,負債,568000 
2002,盛岡市,北海道・東北,負債,372000 
2002,青森市,北海道・東北,負債,478000 
2002,仙台市,北海道・東北,負債,423000 
2002,福島市,北海道・東北,負債,526000 
2002,さいたま市,関東甲信越,保健医療,158097 
2002,宇都宮市,関東甲信越,保健医療,172362 
2002,横浜市,関東甲信越,保健医療,156251 
2002,甲府市,関東甲信越,保健医療,123812 
2002,新潟市,関東甲信越,保健医療,140188 
2002,水戸市,関東甲信越,保健医療,144168 
2002,千葉市,関東甲信越,保健医療,176931 
2002,前橋市,関東甲信越,保健医療,119151 
2002,長野市,関東甲信越,保健医療,159866 
2002,東京都区部,関東甲信越,保健医療,149811 
2002,京都市,近畿,保健医療,149629 
2002,神戸市,近畿,保健医療,142544 
2002,大阪市,近畿,保健医療,111656 
2002,大津市,近畿,保健医療,115365 
2002,奈良市,近畿,保健医療,150374 
2002,和歌山市,近畿,保健医療,135499 
2002,宮崎市,九州・沖縄,保健医療,149512 
2002,熊本市,九州・沖縄,保健医療,178075 
2002,佐賀市,九州・沖縄,保健医療,150606 
2002,鹿児島市,九州・沖縄,保健医療,139600 
2002,大分市,九州・沖縄,保健医療,148399 
2002,長崎市,九州・沖縄,保健医療,127418 
2002,那覇市,九州・沖縄,保健医療,108439 
2002,福岡市,九州・沖縄,保健医療,137511 
2002,岡山市,中国・四国,保健医療,176525 
